drone_type,temperature,wind_speed,rain,humidity,time_of_day,mission,payload,altitude,enemy_contact,temp_humidity,base_life,wind_rain,flight_duration_pct
MQ-9 Reaper,24.39,0.67,0,42.14,22,surveillance,863.206,1210.0,1,1027.95,2400,0.0,81.48
ScanEagle,44.31,15.91,0,45.86,2,surveillance,1.067,727.0,0,2032.01,900,0.0,74.74
ScanEagle,38.75,13.84,0,15.89,7,recon,1.715,891.0,0,615.66,900,0.0,82.43
RQ-4 Global Hawk,2.08,11.8,0,91.27,15,strike,1245.307,1012.0,0,190.29,3600,0.0,77.13
Wasp AE,24.95,5.13,0,91.37,19,recon,0.098,1481.0,1,2279.44,60,0.0,47.88
RQ-4 Global Hawk,14.11,6.24,0,65.08,12,surveillance,714.238,911.0,0,918.38,3600,0.0,87.61
ScanEagle,28.06,5.57,1,58.41,7,strike,1.329,1403.0,1,1638.85,900,5.57,95.02
RQ-4 Global Hawk,-0.61,7.6,0,39.02,18,strike,1172.643,610.0,1,-23.74,3600,0.0,79.45
ScanEagle,62.92,10.39,1,58.72,18,strike,0.335,488.0,1,3694.43,900,10.39,90.23
Wasp AE,-3.38,9.51,0,96.97,9,surveillance,0.0,1203.0,1,-327.4,60,0.0,1.67
Wasp AE,51.88,17.29,1,66.01,19,recon,0.077,343.0,1,3424.94,60,17.29,1.67
MQ-9 Reaper,59.21,10.65,0,92.02,7,recon,176.832,333.0,0,5448.23,2400,0.0,93.64
ScanEagle,26.72,18.97,0,65.91,12,recon,0.002,219.0,0,1761.37,900,0.0,60.68
MQ-9 Reaper,53.16,19.29,0,26.32,21,surveillance,206.69,814.0,1,1399.18,2400,0.0,82.34
ScanEagle,17.23,12.54,1,98.97,23,strike,0.355,405.0,1,1705.54,900,12.54,85.31
RQ-4 Global Hawk,44.46,6.95,0,77.91,13,strike,159.026,911.0,1,3464.2,3600,0.0,96.58
Wasp AE,62.16,2.56,1,76.54,10,recon,0.065,604.0,1,4757.27,60,2.56,24.85
MQ-9 Reaper,32.16,4.79,1,93.7,5,surveillance,264.038,1089.0,1,3013.51,2400,4.79,93.2
MQ-9 Reaper,-3.55,3.32,1,61.35,1,recon,1405.354,603.0,0,-217.62,2400,3.32,69.48
MQ-9 Reaper,36.23,6.33,1,30.79,8,recon,766.112,1290.0,1,1115.62,2400,6.33,82.8
ScanEagle,8.85,11.94,0,38.99,7,surveillance,2.062,673.0,1,344.94,900,0.0,86.79
Wasp AE,-2.91,15.31,0,27.23,8,surveillance,0.098,346.0,1,-79.31,60,0.0,1.67
RQ-4 Global Hawk,65.95,0.53,1,63.1,20,surveillance,672.849,602.0,1,4161.37,3600,0.53,88.08
Wasp AE,23.82,8.28,0,67.37,14,strike,0.003,694.0,1,1605.02,60,0.0,22.59
RQ-4 Global Hawk,56.28,17.21,1,76.75,21,strike,1062.359,642.0,1,4319.59,3600,17.21,75.91
Wasp AE,53.55,18.62,1,91.11,9,surveillance,0.008,418.0,1,4878.99,60,18.62,1.67
MQ-9 Reaper,16.12,18.71,1,84.81,4,recon,950.402,340.0,0,1367.03,2400,18.71,67.84
ScanEagle,11.4,5.35,1,93.97,22,surveillance,0.963,998.0,0,1071.15,900,5.35,94.96
RQ-4 Global Hawk,58.88,11.92,0,63.76,20,strike,97.594,943.0,1,3754.33,3600,0.0,96.08
Wasp AE,47.61,5.93,1,37.36,12,surveillance,0.077,349.0,0,1778.71,60,5.93,18.82
MQ-9 Reaper,24.09,12.13,0,18.46,20,surveillance,37.43,1106.0,1,444.63,2400,0.0,95.87
MQ-9 Reaper,42.22,17.58,0,40.53,0,surveillance,1268.066,1126.0,1,1711.56,2400,0.0,63.35
RQ-4 Global Hawk,41.26,13.2,1,65.26,4,strike,4.371,179.0,0,2692.53,3600,13.2,96.92
Wasp AE,62.15,9.47,0,87.44,11,strike,0.051,103.0,1,5434.59,60,0.0,1.67
RQ-4 Global Hawk,46.85,2.37,1,75.78,17,strike,1192.651,758.0,1,3550.2,3600,2.37,79.51
RQ-4 Global Hawk,60.31,9.24,0,99.15,6,recon,361.721,592.0,1,5980.04,3600,0.0,92.61
ScanEagle,68.39,17.72,1,35.23,13,strike,1.462,152.0,0,2409.21,900,17.72,64.37
ScanEagle,27.55,18.32,0,40.85,7,strike,2.483,480.0,0,1125.68,900,0.0,62.04
MQ-9 Reaper,54.47,9.41,1,71.19,18,recon,194.987,610.0,0,3878.06,2400,9.41,93.56
ScanEagle,39.19,1.73,0,40.16,9,surveillance,1.224,590.0,0,1573.57,900,0.0,97.99
MQ-9 Reaper,40.75,15.8,0,84.76,8,strike,576.105,845.0,1,3454.44,2400,0.0,80.58
Wasp AE,29.15,8.55,1,69.45,0,strike,0.021,529.0,0,2024.43,60,8.55,1.67
Wasp AE,5.94,3.28,1,81.45,2,strike,0.031,1008.0,0,483.42,60,3.28,32.29
RQ-4 Global Hawk,-1.17,18.61,1,73.17,5,recon,746.02,865.0,0,-85.84,3600,18.61,79.79
MQ-9 Reaper,-7.85,16.05,1,41.69,1,recon,1228.094,244.0,1,-327.19,2400,16.05,65.6
Wasp AE,38.17,9.73,0,86.3,9,recon,0.085,851.0,1,3294.45,60,0.0,1.67
Wasp AE,61.17,0.73,0,31.48,10,surveillance,0.088,1020.0,1,1925.53,60,0.0,56.15
ScanEagle,14.89,1.08,1,41.64,10,surveillance,0.599,545.0,1,620.01,900,1.08,96.78
ScanEagle,53.76,9.08,1,44.32,12,strike,1.53,1478.0,1,2382.47,900,9.08,91.02
RQ-4 Global Hawk,67.76,14.6,1,45.46,0,recon,1073.211,997.0,0,3080.31,3600,14.6,78.01
ScanEagle,-3.3,13.56,0,16.12,4,surveillance,2.585,375.0,1,-53.23,900,0.0,80.37
RQ-4 Global Hawk,69.83,17.5,1,95.93,15,strike,368.876,1290.0,0,6698.76,3600,17.5,87.46
Wasp AE,35.0,4.66,1,79.9,11,surveillance,0.044,430.0,0,2796.15,60,4.66,39.2
MQ-9 Reaper,41.52,8.69,1,98.9,18,strike,1212.25,460.0,0,4106.28,2400,8.69,72.86
ScanEagle,17.73,16.6,1,12.0,10,recon,1.084,121.0,1,212.79,900,16.6,70.72
RQ-4 Global Hawk,11.92,11.97,1,98.6,7,recon,995.237,940.0,1,1174.83,3600,11.97,80.93
MQ-9 Reaper,-4.36,8.53,0,99.94,10,recon,1143.701,1446.0,0,-435.5,2400,0.0,74.35
Wasp AE,64.78,11.8,0,34.6,4,surveillance,0.033,701.0,0,2241.53,60,0.0,1.67
Wasp AE,5.07,3.59,1,30.89,8,strike,0.056,526.0,1,156.67,60,3.59,28.41
RQ-4 Global Hawk,2.99,15.71,0,15.11,22,strike,399.098,838.0,1,45.14,3600,0.0,88.66
Wasp AE,33.57,1.72,0,11.21,21,recon,0.019,655.0,0,376.46,60,0.0,79.43
ScanEagle,59.5,16.98,1,26.15,11,strike,0.284,971.0,1,1556.01,900,16.98,69.24
Wasp AE,17.01,14.55,1,71.76,6,strike,0.079,1314.0,0,1220.94,60,14.55,1.67
RQ-4 Global Hawk,0.93,7.03,0,39.32,4,recon,434.641,199.0,1,36.65,3600,0.0,91.82
ScanEagle,66.69,4.89,0,97.0,17,surveillance,2.333,1318.0,1,6468.74,900,0.0,94.65
RQ-4 Global Hawk,1.59,19.59,1,67.33,17,recon,453.555,1237.0,1,107.27,3600,19.59,83.6
Wasp AE,42.98,19.17,0,37.92,13,recon,0.005,925.0,0,1629.5,60,0.0,1.67
ScanEagle,61.54,19.6,0,59.63,23,surveillance,1.475,881.0,1,3669.78,900,0.0,53.12
Wasp AE,30.59,0.62,0,65.14,3,recon,0.017,357.0,1,1992.85,60,0.0,67.63
RQ-4 Global Hawk,43.34,13.58,0,96.17,16,recon,848.588,274.0,0,4168.47,3600,0.0,82.86
MQ-9 Reaper,65.02,12.22,0,33.48,0,recon,685.103,1093.0,0,2176.98,2400,0.0,81.9
ScanEagle,4.79,4.89,0,59.67,7,surveillance,1.219,1415.0,0,285.56,900,0.0,96.72
RQ-4 Global Hawk,5.82,15.95,1,30.39,16,recon,1168.897,298.0,1,176.75,3600,15.95,75.57
RQ-4 Global Hawk,67.53,8.2,1,68.03,3,recon,760.039,299.0,1,4594.42,3600,8.2,85.9
Wasp AE,58.2,8.94,1,27.19,9,recon,0.015,1133.0,1,1582.76,60,8.94,1.67
MQ-9 Reaper,16.0,14.19,0,64.71,9,recon,1572.973,280.0,1,1035.43,2400,0.0,61.79
Wasp AE,27.59,13.2,1,86.6,14,strike,0.057,1200.0,1,2389.57,60,13.2,1.67
ScanEagle,39.53,4.38,1,45.97,8,recon,0.494,974.0,1,1817.32,900,4.38,96.52
RQ-4 Global Hawk,32.77,15.53,1,23.07,19,recon,887.605,1316.0,1,756.09,3600,15.53,80.68
Wasp AE,13.99,0.31,1,37.98,2,recon,0.028,1302.0,0,531.37,60,0.31,46.32
RQ-4 Global Hawk,62.2,14.75,0,12.28,19,recon,1225.192,899.0,1,763.66,3600,0.0,75.69
ScanEagle,38.27,7.09,1,68.65,9,strike,0.216,841.0,0,2626.95,900,7.09,95.41
Wasp AE,26.87,6.16,1,96.5,4,surveillance,0.071,230.0,0,2592.42,60,6.16,14.44
Wasp AE,62.81,16.4,1,57.92,11,surveillance,0.098,304.0,0,3637.88,60,16.4,1.67
RQ-4 Global Hawk,-7.69,5.95,0,59.62,19,recon,881.715,1238.0,0,-458.53,3600,0.0,84.66
ScanEagle,0.58,17.25,1,95.58,7,surveillance,1.254,601.0,1,55.33,900,17.25,66.16
MQ-9 Reaper,10.54,15.32,1,12.49,16,surveillance,681.629,1063.0,0,131.63,2400,15.32,78.91
RQ-4 Global Hawk,-3.39,0.71,1,66.41,2,surveillance,106.206,244.0,0,-225.24,3600,0.71,97.46
Wasp AE,40.18,12.82,0,24.72,5,strike,0.027,652.0,0,993.36,60,0.0,1.67
RQ-4 Global Hawk,33.39,1.59,1,73.42,23,recon,1150.402,1186.0,1,2451.58,3600,1.59,80.18
MQ-9 Reaper,46.08,7.87,1,69.03,14,strike,453.005,160.0,0,3180.82,2400,7.87,88.87
ScanEagle,6.73,6.15,1,26.13,7,recon,0.294,133.0,1,175.89,900,6.15,95.51
Wasp AE,34.86,0.74,0,78.1,8,strike,0.004,342.0,0,2722.35,60,0.0,90.84
MQ-9 Reaper,51.0,13.99,1,48.15,0,strike,183.57,806.0,1,2455.56,2400,13.99,90.26
Wasp AE,61.78,1.45,1,48.14,22,surveillance,0.069,213.0,1,2973.96,60,1.45,24.01
RQ-4 Global Hawk,-1.31,4.79,1,29.6,23,recon,745.57,118.0,1,-38.72,3600,4.79,86.66
RQ-4 Global Hawk,6.08,6.66,0,37.64,23,recon,286.532,1454.0,1,228.66,3600,0.0,94.41
MQ-9 Reaper,27.06,13.75,0,73.05,23,strike,960.359,1100.0,0,1976.92,2400,0.0,75.05
Wasp AE,45.13,5.58,0,50.39,7,recon,0.082,880.0,1,2274.11,60,0.0,46.07
MQ-9 Reaper,28.88,1.63,1,61.39,13,recon,155.03,332.0,1,1772.76,2400,1.63,95.97
MQ-9 Reaper,14.61,16.83,0,12.94,1,strike,1427.366,826.0,1,189.08,2400,0.0,61.42
Wasp AE,40.56,18.54,0,73.87,23,surveillance,0.1,475.0,1,2996.16,60,0.0,1.67
MQ-9 Reaper,-7.44,10.45,0,10.14,6,recon,426.549,1357.0,0,-75.5,2400,0.0,88.59
MQ-9 Reaper,55.48,12.41,0,71.88,16,recon,1426.534,1119.0,1,3987.98,2400,0.0,66.24
MQ-9 Reaper,67.6,1.04,0,51.53,0,strike,1027.566,576.0,1,3483.13,2400,0.0,77.73
RQ-4 Global Hawk,18.8,15.6,1,56.1,13,surveillance,411.914,1342.0,1,1054.57,3600,15.6,88.61
Wasp AE,25.6,10.59,0,67.64,10,strike,0.092,1017.0,1,1731.5,60,0.0,1.67
RQ-4 Global Hawk,-5.98,0.12,1,17.4,19,strike,803.508,262.0,1,-104.04,3600,0.12,85.89
RQ-4 Global Hawk,0.78,4.87,1,17.56,9,recon,1352.639,384.0,1,13.7,3600,4.87,76.68
ScanEagle,0.33,9.68,0,28.31,12,surveillance,0.069,845.0,0,9.45,900,0.0,93.38
ScanEagle,61.6,4.51,1,12.63,11,surveillance,2.265,229.0,1,777.78,900,4.51,94.24
MQ-9 Reaper,36.96,14.04,1,24.22,19,surveillance,558.376,1168.0,1,895.24,2400,14.04,82.7
ScanEagle,54.56,8.3,1,94.37,19,surveillance,1.725,253.0,1,5148.67,900,8.3,91.68
MQ-9 Reaper,3.62,10.01,0,11.46,23,surveillance,264.832,1048.0,0,41.45,2400,0.0,92.15
Wasp AE,11.47,2.48,0,34.22,12,recon,0.021,1146.0,1,392.55,60,0.0,73.71
RQ-4 Global Hawk,15.7,0.69,0,79.82,6,surveillance,602.558,380.0,0,1253.22,3600,0.0,89.8
ScanEagle,35.73,14.7,0,52.42,17,surveillance,2.835,599.0,1,1872.93,900,0.0,77.74
MQ-9 Reaper,7.01,5.05,0,23.38,15,surveillance,1035.722,703.0,0,163.81,2400,0.0,77.83
MQ-9 Reaper,56.75,3.58,0,30.81,23,surveillance,1301.588,1273.0,0,1748.73,2400,0.0,72.19
MQ-9 Reaper,34.57,10.28,1,81.14,14,surveillance,928.979,1410.0,1,2804.62,2400,10.28,77.89
MQ-9 Reaper,42.1,19.86,1,39.13,20,strike,601.39,693.0,0,1647.13,2400,19.86,73.06
Wasp AE,36.51,6.34,1,35.46,21,surveillance,0.026,426.0,0,1294.77,60,6.34,19.69
RQ-4 Global Hawk,65.66,15.6,1,52.71,22,strike,221.065,301.0,1,3460.85,3600,15.6,91.35
RQ-4 Global Hawk,67.72,16.11,1,21.43,9,surveillance,364.841,173.0,1,1451.5,3600,16.11,88.78
ScanEagle,26.46,19.88,1,67.8,14,surveillance,0.012,1404.0,0,1793.81,900,19.88,53.55
Wasp AE,63.04,2.51,0,21.57,0,surveillance,0.026,1122.0,1,1359.88,60,0.0,57.44
MQ-9 Reaper,10.16,4.45,1,91.67,21,surveillance,582.087,1032.0,0,931.49,2400,4.45,86.76
RQ-4 Global Hawk,3.03,18.54,1,67.54,20,recon,866.969,603.0,1,204.34,3600,18.54,77.98
Wasp AE,23.21,16.43,1,16.73,0,recon,0.078,350.0,0,388.37,60,16.43,1.67
RQ-4 Global Hawk,-4.75,15.84,1,48.55,0,strike,1004.285,721.0,0,-230.56,3600,15.84,78.18
MQ-9 Reaper,39.26,16.64,0,39.17,13,strike,1013.114,1007.0,0,1537.63,2400,0.0,70.6
ScanEagle,18.82,2.53,0,23.45,23,recon,1.311,1355.0,0,441.32,900,0.0,97.58
RQ-4 Global Hawk,-3.48,7.07,0,36.53,3,strike,146.667,575.0,0,-127.01,3600,0.0,96.7
Wasp AE,41.2,17.52,0,14.27,4,surveillance,0.072,1239.0,0,587.86,60,0.0,1.67
Wasp AE,25.03,10.25,0,87.57,0,strike,0.091,1399.0,0,2191.79,60,0.0,1.67
RQ-4 Global Hawk,68.45,7.03,0,39.97,15,strike,822.623,889.0,1,2736.14,3600,0.0,85.45
ScanEagle,17.51,16.8,0,77.94,16,strike,2.051,1015.0,0,1365.08,900,0.0,70.15
ScanEagle,2.37,5.1,0,36.51,15,surveillance,2.337,1416.0,0,86.58,900,0.0,95.37
ScanEagle,44.5,11.58,0,68.53,19,strike,0.066,1477.0,0,3049.52,900,0.0,90.03
ScanEagle,10.71,11.44,1,36.77,11,surveillance,0.378,1420.0,0,393.9,900,11.44,88.83
ScanEagle,38.91,8.93,1,66.4,6,surveillance,1.897,1079.0,1,2583.23,900,8.93,91.08
Wasp AE,64.08,14.89,0,88.53,6,surveillance,0.036,642.0,0,5673.2,60,0.0,1.67
RQ-4 Global Hawk,57.77,16.4,0,72.79,22,recon,1218.022,1194.0,0,4204.65,3600,0.0,74.51
RQ-4 Global Hawk,1.03,8.53,0,30.46,2,recon,412.502,405.0,0,31.28,3600,0.0,92.05
ScanEagle,9.62,0.89,1,21.58,17,surveillance,1.128,1045.0,1,207.62,900,0.89,95.99
Wasp AE,29.46,14.35,1,96.9,10,strike,0.092,227.0,0,2854.89,60,14.35,1.67
ScanEagle,-2.57,4.48,1,69.43,6,surveillance,2.039,1227.0,1,-178.37,900,4.48,93.68
MQ-9 Reaper,21.84,19.94,0,54.12,12,surveillance,560.789,329.0,1,1181.99,2400,0.0,74.05
Wasp AE,0.63,16.61,1,69.3,15,recon,0.067,506.0,0,43.55,60,16.61,1.67
MQ-9 Reaper,44.74,18.65,0,68.27,6,strike,561.297,354.0,0,3054.54,2400,0.0,76.56
Wasp AE,61.33,5.74,1,90.16,16,recon,0.016,189.0,1,5530.11,60,5.74,18.72
Wasp AE,64.23,16.53,0,97.72,4,surveillance,0.044,877.0,1,6276.41,60,0.0,1.67
ScanEagle,59.21,12.25,1,93.23,16,recon,0.647,989.0,1,5520.48,900,12.25,85.8
RQ-4 Global Hawk,35.67,18.06,0,44.52,10,recon,639.186,1038.0,1,1587.99,3600,0.0,82.67
RQ-4 Global Hawk,47.27,10.75,0,28.17,9,recon,37.598,722.0,0,1331.66,3600,0.0,97.84
ScanEagle,31.55,6.85,1,36.2,0,strike,0.294,284.0,0,1142.06,900,6.85,95.62
Wasp AE,28.92,18.99,1,46.81,7,strike,0.066,1334.0,1,1353.81,60,18.99,1.67
ScanEagle,29.31,3.82,1,64.88,7,recon,1.6,773.0,0,1901.77,900,3.82,96.07
Wasp AE,-5.81,13.66,0,90.1,17,recon,0.039,1491.0,1,-523.79,60,0.0,1.67
ScanEagle,29.52,6.48,1,95.93,19,strike,1.387,1404.0,1,2831.77,900,6.48,94.23
MQ-9 Reaper,53.83,17.18,0,64.79,7,surveillance,1535.106,1135.0,1,3487.3,2400,0.0,58.45
ScanEagle,32.28,12.38,0,79.47,3,recon,0.264,1483.0,0,2565.17,900,0.0,87.7
MQ-9 Reaper,47.1,10.01,1,69.39,11,recon,769.808,1360.0,1,3268.2,2400,10.01,81.14
MQ-9 Reaper,28.14,7.06,0,58.23,22,strike,1477.226,278.0,1,1638.67,2400,0.0,68.05
MQ-9 Reaper,69.01,6.7,0,60.75,2,surveillance,1172.587,477.0,1,4192.38,2400,0.0,74.04
ScanEagle,47.25,16.0,0,80.26,21,strike,2.354,1169.0,1,3792.51,900,0.0,72.08
ScanEagle,43.98,11.4,0,45.19,16,surveillance,2.444,348.0,0,1987.22,900,0.0,88.02
MQ-9 Reaper,68.51,19.67,0,92.88,16,surveillance,918.327,1308.0,1,6363.22,2400,0.0,66.77
RQ-4 Global Hawk,61.92,10.04,0,91.15,15,strike,527.992,1407.0,0,5644.24,3600,0.0,89.7
Wasp AE,12.62,19.39,1,87.34,18,surveillance,0.085,918.0,0,1101.9,60,19.39,1.67
MQ-9 Reaper,61.73,8.66,0,75.95,6,recon,688.136,1122.0,0,4688.31,2400,0.0,84.05
RQ-4 Global Hawk,28.08,9.58,1,53.69,20,recon,635.249,1187.0,1,1507.47,3600,9.58,87.95
RQ-4 Global Hawk,13.46,1.62,0,42.87,12,strike,135.462,1269.0,0,576.87,3600,0.0,97.57
RQ-4 Global Hawk,-0.65,17.6,0,77.92,16,strike,61.3,655.0,0,-50.48,3600,0.0,92.72
MQ-9 Reaper,14.27,6.37,0,68.77,6,strike,1497.157,1329.0,0,981.35,2400,0.0,68.01
ScanEagle,60.9,6.03,1,75.5,8,recon,2.336,265.0,1,4598.15,900,6.03,93.05
RQ-4 Global Hawk,-6.31,8.95,0,69.29,11,surveillance,1332.816,818.0,1,-437.26,3600,0.0,76.46
RQ-4 Global Hawk,60.19,17.2,0,40.19,1,surveillance,338.279,1024.0,0,2419.11,3600,0.0,88.47
Wasp AE,55.97,10.36,0,57.42,13,strike,0.011,1252.0,0,3213.8,60,0.0,1.67
RQ-4 Global Hawk,60.65,7.86,1,17.13,14,surveillance,1122.339,145.0,0,1039.12,3600,7.86,80.33
RQ-4 Global Hawk,53.9,18.2,0,51.67,23,recon,527.949,161.0,1,2784.8,3600,0.0,84.16
Wasp AE,-9.14,16.18,0,56.61,2,recon,0.032,1050.0,1,-517.73,60,0.0,1.67
Wasp AE,67.85,10.91,0,61.58,22,strike,0.028,350.0,1,4178.19,60,0.0,1.67
RQ-4 Global Hawk,-6.36,12.45,1,94.2,23,surveillance,709.265,290.0,1,-598.87,3600,12.45,85.08
ScanEagle,68.63,11.13,0,46.06,3,surveillance,0.837,283.0,0,3161.29,900,0.0,89.2
Wasp AE,-7.2,11.65,0,98.16,5,recon,0.061,810.0,0,-706.32,60,0.0,1.67
Wasp AE,-2.68,8.47,1,31.18,18,recon,0.08,639.0,0,-83.45,60,8.47,1.67
RQ-4 Global Hawk,3.96,17.54,1,62.09,3,recon,1126.591,1424.0,0,246.1,3600,17.54,74.67
MQ-9 Reaper,-3.42,3.38,0,72.73,23,recon,586.623,476.0,1,-249.08,2400,0.0,86.61
ScanEagle,1.58,17.42,0,90.67,17,recon,2.894,1047.0,1,143.31,900,0.0,64.91
ScanEagle,62.32,4.56,1,29.54,12,surveillance,2.476,915.0,1,1841.07,900,4.56,93.86
Wasp AE,-5.27,7.88,1,67.37,6,recon,0.072,170.0,0,-355.06,60,7.88,1.67
Wasp AE,-2.67,7.21,0,37.49,21,recon,0.094,404.0,0,-100.05,60,0.0,7.08
MQ-9 Reaper,37.4,9.59,0,16.66,0,strike,103.073,776.0,0,623.16,2400,0.0,95.92
Wasp AE,49.42,3.96,1,39.7,5,recon,0.034,952.0,1,1962.33,60,3.96,27.13
ScanEagle,68.88,7.8,1,66.63,16,strike,2.395,637.0,0,4589.73,900,7.8,91.84
ScanEagle,35.18,16.94,1,15.24,4,surveillance,0.663,847.0,1,536.13,900,16.94,68.76
Wasp AE,65.3,10.93,1,67.23,23,surveillance,0.037,362.0,1,4390.14,60,10.93,1.67
MQ-9 Reaper,-9.32,10.81,0,60.54,6,recon,221.589,455.0,1,-564.48,2400,0.0,92.24
RQ-4 Global Hawk,25.53,9.85,1,18.61,3,recon,867.35,334.0,0,475.16,3600,9.85,84.08
Wasp AE,52.17,13.15,1,71.33,2,recon,0.04,1340.0,0,3721.56,60,13.15,1.67
Wasp AE,-3.5,1.13,1,93.79,12,strike,0.059,1198.0,1,-328.26,60,1.13,23.2
ScanEagle,21.72,4.18,0,79.47,0,strike,1.205,855.0,1,1725.94,900,0.0,96.56
RQ-4 Global Hawk,0.05,17.06,1,34.34,12,surveillance,1297.214,355.0,0,1.58,3600,17.06,72.5
Wasp AE,18.57,10.14,0,59.29,22,surveillance,0.086,897.0,1,1101.22,60,0.0,1.67
ScanEagle,43.77,4.43,1,29.02,18,recon,2.175,1199.0,1,1270.3,900,4.43,94.64
MQ-9 Reaper,32.22,19.72,1,38.85,7,surveillance,501.323,233.0,1,1251.83,2400,19.72,75.39
ScanEagle,5.41,1.59,0,23.89,8,surveillance,1.998,938.0,1,129.26,900,0.0,96.14
ScanEagle,-2.01,6.92,0,40.59,3,recon,2.653,514.0,0,-81.75,900,0.0,93.19
ScanEagle,6.25,17.31,1,83.8,10,recon,2.214,275.0,1,523.65,900,17.31,65.09
ScanEagle,57.53,5.14,1,56.55,14,recon,0.126,1463.0,0,3253.6,900,5.14,96.59
RQ-4 Global Hawk,41.22,4.35,1,29.62,18,surveillance,335.663,460.0,0,1220.95,3600,4.35,93.93
RQ-4 Global Hawk,35.42,13.2,0,83.86,11,recon,873.055,380.0,1,2970.1,3600,0.0,82.57
RQ-4 Global Hawk,-9.36,15.32,0,38.27,9,recon,680.529,1459.0,0,-358.33,3600,0.0,84.31
MQ-9 Reaper,35.78,1.11,0,11.19,15,recon,1042.185,1245.0,0,400.18,2400,0.0,78.2
ScanEagle,46.64,3.64,1,41.8,0,recon,0.686,1405.0,1,1949.6,900,3.64,95.66
RQ-4 Global Hawk,18.72,0.77,0,28.7,3,surveillance,1229.371,744.0,0,537.35,3600,0.0,79.32
MQ-9 Reaper,50.83,9.89,1,64.89,2,recon,92.93,232.0,0,3298.02,2400,9.89,95.28
Wasp AE,-2.7,9.17,1,68.03,17,recon,0.025,204.0,1,-183.54,60,9.17,1.67
RQ-4 Global Hawk,-9.94,6.63,1,27.15,18,surveillance,133.218,390.0,0,-269.79,3600,6.63,96.76
ScanEagle,69.89,18.83,0,63.8,15,strike,2.875,1109.0,0,4458.93,900,0.0,57.43
Wasp AE,-6.58,1.44,0,16.49,22,recon,0.032,618.0,1,-108.4,60,0.0,54.03
ScanEagle,1.12,1.14,1,37.12,21,recon,1.645,1366.0,1,41.4,900,1.14,94.48
MQ-9 Reaper,58.47,15.6,1,84.29,21,recon,1026.663,368.0,1,4928.52,2400,15.6,70.67
MQ-9 Reaper,39.7,1.79,1,80.17,11,surveillance,1511.41,718.0,0,3182.25,2400,1.79,67.76
Wasp AE,50.05,16.7,1,14.1,1,recon,0.032,410.0,1,705.91,60,16.7,1.67
Wasp AE,-2.52,7.6,1,50.62,0,recon,0.013,758.0,1,-127.38,60,7.6,1.67
ScanEagle,41.0,6.39,0,64.68,1,recon,2.42,838.0,1,2651.72,900,0.0,94.07
RQ-4 Global Hawk,7.22,12.33,1,79.72,7,surveillance,280.591,790.0,1,575.75,3600,12.33,92.6
Wasp AE,22.06,3.89,1,95.85,6,strike,0.001,1447.0,1,2114.9,60,3.89,45.89
MQ-9 Reaper,27.29,11.36,0,63.42,2,surveillance,205.541,686.0,0,1730.82,2400,0.0,92.75
MQ-9 Reaper,11.95,4.34,1,68.4,11,surveillance,951.283,287.0,1,817.67,2400,4.34,79.09
ScanEagle,37.44,18.8,0,91.26,15,recon,2.163,858.0,0,3416.69,900,0.0,58.98
MQ-9 Reaper,6.62,1.56,1,79.88,4,recon,127.532,373.0,1,529.13,2400,1.56,96.05
RQ-4 Global Hawk,24.85,5.5,0,32.03,19,recon,172.468,936.0,1,795.87,3600,0.0,96.75
Wasp AE,-0.53,11.13,0,54.92,19,strike,0.03,210.0,1,-29.24,60,0.0,1.67
Wasp AE,27.88,12.15,0,10.25,23,surveillance,0.017,1221.0,0,285.73,60,0.0,1.67
RQ-4 Global Hawk,23.24,5.12,1,66.24,9,surveillance,984.897,956.0,0,1539.61,3600,5.12,83.14
Wasp AE,32.4,19.2,1,23.34,22,strike,0.03,570.0,1,756.3,60,19.2,1.67
ScanEagle,-1.96,4.44,0,84.12,15,strike,2.199,1119.0,1,-165.1,900,0.0,94.91
ScanEagle,35.06,6.53,0,17.54,3,strike,0.661,236.0,1,614.88,900,0.0,96.31
RQ-4 Global Hawk,17.09,11.0,1,78.52,9,recon,316.088,597.0,1,1342.15,3600,11.0,92.82
Wasp AE,58.29,12.72,1,37.91,11,surveillance,0.014,766.0,1,2209.65,60,12.72,1.67
Wasp AE,27.05,13.22,1,28.36,8,recon,0.079,774.0,0,767.32,60,13.22,1.67
MQ-9 Reaper,14.03,9.44,0,98.8,22,strike,1282.318,293.0,1,1386.12,2400,0.0,70.99
RQ-4 Global Hawk,-2.44,11.66,1,62.45,20,recon,1352.607,1459.0,0,-152.21,3600,11.66,75.09
MQ-9 Reaper,46.92,14.33,1,59.1,4,strike,538.96,1014.0,1,2772.8,2400,14.33,82.5
MQ-9 Reaper,11.52,12.84,1,33.94,23,recon,272.38,134.0,1,391.03,2400,12.84,89.54
ScanEagle,-2.26,12.47,0,13.08,2,strike,0.103,853.0,0,-29.51,900,0.0,87.21
MQ-9 Reaper,5.13,9.1,1,81.71,12,surveillance,546.03,1001.0,1,419.15,2400,9.1,86.2
Wasp AE,34.4,0.54,1,38.19,2,surveillance,0.065,214.0,1,1313.84,60,0.54,35.58
MQ-9 Reaper,0.1,0.31,1,70.59,6,recon,1136.644,1380.0,1,6.89,2400,0.31,75.16
ScanEagle,64.36,6.06,0,58.14,17,surveillance,0.33,801.0,0,3741.64,900,0.0,97.01
